"","editorial","paginas","anio","id_libro"
"1999","KOLIMA
","398
","01/01/2016
",1999
"2000","CONTINENTE
","160
","01/01/2021
",2000
"2001","CONTINENTE
","384
","01/01/2021
",2001
"2002","PROFIT
","128
","01/01/2017
",2002
"2003","PROFIT
","128
","01/01/2017
",2003
"2004","PROFIT
","200
","01/01/2018
",2004
"2005","PROFIT
","176
","01/01/2018
",2005
"2006","PROFIT
","128
","01/01/2019
",2006
"2007","PROFIT
","128
","01/01/2018
",2007
"2008","CONTINENTE
","224
","01/01/2014
",2008
"2009","CONTINENTE
","176
","01/01/2014
",2009
"2010","CONTINENTE
","94
","01/01/2007
",2010
"2011","CONTINENTE
","192
","01/01/2005
",2011
"2012","CONTINENTE
","96
","01/01/2001
",2012
"2013","PLATAFORMA EDITORIAL
","306
","01/01/2020
",2013
"2014","PLATAFORMA EDITORIAL
","10
","01/01/2015
",2014
"2015","PROFIT
","176
","01/01/2017
",2015
"2016","ALMA
","10
","01/01/2016
",2016
"2017","PROFIT
","192
","01/01/2018
",2017
"2018","PROFIT
","396
","01/01/2018
",2018
"2019","PROFIT
","130
","01/01/2018
",2019
"2020","PROFIT
","176
","01/01/2016
",2020
"2021","GRANICA
","144
","01/01/2019
",2021
"2022","GRANICA
","206
","01/01/2019
",2022
"2023","GRANICA
","316
","01/01/2019
",2023
"2024","GRANICA
","224
","01/01/2019
",2024
"2025","GRANICA
","160
","01/01/2019
",2025
"2026","GRANICA
","240
","01/01/2019
",2026
"2027","GRANICA
","192
","01/01/2018
",2027
"2028","GRANICA
","280
","01/01/2018
",2028
"2029","GRANICA
","352
","01/01/2018
",2029
"2030","GRANICA
","272
","01/01/2018
",2030
"2031","GRANICA
","240
","01/01/2014
",2031
"2032","GRANICA
","384
","01/01/2014
",2032
"2033","GRANICA
","200
","01/01/2013
",2033
"2034","GRANICA
","314
","01/01/2013
",2034
"2035","GRANICA
","10
","01/01/2013
",2035
"2036","GRANICA
","10
","01/01/2016
",2036
"2037","GRANICA
","224
","01/01/2013
",2037
"2038","GRANICA
","144
","01/01/2013
",2038
"2039","GRANICA
","216
","01/01/2013
",2039
"2040","GRANICA
","160
","01/01/2017
",2040
"2041","GRANICA
","176
","01/01/2013
",2041
"2042","GRANICA
","360
","01/01/2017
",2042
"2043","GRANICA
","160
","01/01/2013
",2043
"2044","GRANICA
","384
","01/01/2017
",2044
"2045","GRANICA
","288
","01/01/2017
",2045
"2046","GRANICA
","552
","01/01/2017
",2046
"2047","GRANICA
","240
","01/01/2010
",2047
"2048","GRANICA
","304
","01/01/2017
",2048
"2049","GRANICA
","408
","01/01/2017
",2049
"2050","GRANICA
","352
","01/01/2013
",2050
"2051","GRANICA
","360
","01/01/2010
",2051
"2052","GRANICA
","294
","01/01/2011
",2052
"2053","GRANICA
","248
","01/01/2015
",2053
"2054","GRANICA
","280
","01/01/2016
",2054
"2055","GRANICA
","264
","01/01/2012
",2055
"2056","GRANICA
","192
","01/01/2016
",2056
"2057","GRANICA
","184
","01/01/2009
",2057
"2058","GRANICA
","168
","01/01/2016
",2058
"2059","GRANICA
","312
","01/01/2014
",2059
"2060","GRANICA
","432
","01/01/2016
",2060
"2061","GRANICA
","344
","01/01/2012
",2061
"2062","GRANICA
","440
","01/01/2016
",2062
"2063","GRANICA
","432
","01/01/2016
",2063
"2064","GRANICA
","256
","01/01/2013
",2064
"2065","GRANICA
","334
","01/01/2016
",2065
"2066","GRANICA
","768
","01/01/2014
",2066
"2067","GRANICA
","176
","01/01/2016
",2067
"2068","GRANICA
","288
","01/01/2013
",2068
"2069","GRANICA
","384
","01/01/2009
",2069
"2070","GRANICA
","168
","01/01/2013
",2070
"2071","GRANICA
","10
","01/01/2015
",2071
"2072","GRANICA
","344
","01/01/2010
",2072
"2073","GRANICA
","360
","01/01/2009
",2073
"2074","GRANICA
","256
","01/01/2008
",2074
"2075","GRANICA
","286
","01/01/2008
",2075
"2076","GRANICA
","104
","01/01/2009
",2076
"2077","GRANICA
","320
","01/01/2009
",2077
"2078","GRANICA
","208
","01/01/2006
",2078
"2079","GRANICA
","344
","01/01/2005
",2079
"2080","GRANICA
","102
","01/01/2009
",2080
"2081","GRANICA
","320
","01/01/2008
",2081
"2082","GRANICA
","296
","01/01/2008
",2082
"2083","GRANICA
","400
","01/01/2004
",2083
"2084","GRANICA
","264
","01/01/2007
",2084
"2085","GRANICA
","104
","01/01/2009
",2085
"2086","MACRO
","769
","01/01/2018
",2086
"2087","MACRO
","720
","01/01/2018
",2087
"2088","MACRO
","704
","01/01/2018
",2088
"2089","MACRO
","266
","01/01/2018
",2089
"2090","MACRO
","352
","01/01/2018
",2090
"2091","MACRO
","164
","01/01/2018
",2091
"2092","LID
","392
","01/01/2019
",2092
"2093","ALFAOMEGA GRUPO EDITOR
","10
","01/01/2013
",2093
"2094","ALFAOMEGA GRUPO EDITOR
","96
","01/01/2013
",2094
"2095","ALFAOMEGA GRUPO EDITOR
","10
","01/01/2013
",2095
"2096","ALFAOMEGA GRUPO EDITOR
","478
","01/01/2012
",2096
"2097","OCEANO
","276
","01/01/2022
",2097
"2098","ALFAOMEGA GRUPO EDITOR
","260
","01/01/2014
",2098
"2099","ALFAOMEGA GRUPO EDITOR
","638
","01/01/2000
",2099
"2100","ALFAOMEGA GRUPO EDITOR
","284
","01/01/2011
",2100
"2101","ALFAOMEGA GRUPO EDITOR
","592
","01/01/2011
",2101
"2102","ALFAOMEGA GRUPO EDITOR
","119
","01/01/2015
",2102
"2103","ALFAOMEGA GRUPO EDITOR
","280
","01/01/2013
",2103
"2104","ALFAOMEGA GRUPO EDITOR
","256
","01/01/2016
",2104
"2105","ALFAOMEGA GRUPO EDITOR
","165
","01/01/2017
",2105
"2106","ALFAOMEGA GRUPO EDITOR
","10
","01/01/2016
",2106
"2107","ALFAOMEGA GRUPO EDITOR
","176
","01/01/2018
",2107
"2108","ALFAOMEGA GRUPO EDITOR
","188
","01/01/2018
",2108
"2109","ALFAOMEGA GRUPO EDITOR
","416
","01/01/2018
",2109
"2110","ALSINA
","126
","01/01/2006
",2110
"2111","ALSINA
","144
","01/01/2006
",2111
"2112","FONDO DE CULTURA ECONOMICA
","665
","01/01/2020
",2112
"2113","FONDO DE CULTURA ECONOMICA
","198
","01/01/2014
",2113
"2114","EDUCA
","272
","01/01/2011
",2114
"2115","NUEVO EXTREMO
","10
","01/01/2021
",2115
"2116","ESIC
","164
","01/01/2006
",2116
"2117","ESIC
","292
","01/01/2001
",2117
"2118","ESIC
","272
","01/01/2001
",2118
"2119","ESIC
","596
","01/01/1996
",2119
"2120","ESIC
","196
","01/01/1992
",2120
"2121","ESIC
","608
","01/01/1992
",2121
"2122","GRUPO NELSON
","1664
","01/01/2016
",2122
"2123","GARGOLA
","320
","01/01/2021
",2123
"2124","MUNDI-PRENSA
","352
","01/01/2001
",2124
"2125","MUNDI-PRENSA
","304
","01/01/2000
",2125
