"","editorial","paginas","anio","id_libro"
"1051","EUDEBA
","440
","01/01/2013
",1051
"1052","EUDEBA
","414
","01/01/2022
",1052
"1053","EUDEBA
","216
","01/01/2015
",1053
"1054","EUDEBA
","372
","01/01/2010
",1054
"1055","EUDEBA
","200
","01/01/2014
",1055
"1056","EUDEBA
","320
","01/01/2013
",1056
"1057","EUDEBA
","96
","01/01/2001
",1057
"1058","UGERMAN EDITOR
","10
","01/01/2022
",1058
"1059","UGERMAN EDITOR
","10
","01/01/2020
",1059
"1060","UGERMAN EDITOR
","10
","01/01/2019
",1060
"1061","UGERMAN EDITOR
","264
","01/01/2015
",1061
"1062","UGERMAN EDITOR
","296
","01/01/2001
",1062
"1063","UGERMAN EDITOR
","352
","01/01/2000
",1063
"1064","DEL OTRO LADO
","204
","01/01/2019
",1064
"1065","COMANEGRA
","176
","01/01/2019
",1065
"1066","LECTORUM – UGERMAN
","262
","01/01/2010
",1066
"1067","LECTORUM – UGERMAN
","198
","01/01/2008
",1067
"1068","RBA LIBROS
","576
","01/01/2017
",1068
"1069","GALERNA
","10
","01/01/2021
",1069
"1070","PLUMA Y PAPEL
","216
","01/01/2013
",1070
"1071","GALERNA
","560
","01/01/2019
",1071
"1072","GALERNA
","215
","01/01/2019
",1072
"1073","AMERIAN
","466
","01/01/2018
",1073
"1074","GALERNA
","224
","01/01/2022
",1074
"1075","GALERNA
","280
","01/01/2022
",1075
"1076","WHITAKER HOUSE
","176
","01/01/2021
",1076
"1077","WHITAKER HOUSE
","176
","01/01/2021
",1077
"1078","WHITAKER HOUSE
","224
","01/01/2021
",1078
"1079","WHITAKER HOUSE
","240
","01/01/2021
",1079
"1080","PAIDOS
","224
","01/01/2025
",1080
"1081","DIAZ DE SANTOS
","128
","01/01/2009
",1081
"1082","EDICIONES ANDINAS
","224
","01/01/2025
",1082
"1083","TEMAS GRUPO EDITORIAL
","178
","01/01/2020
",1083
"1084","PROFIT
","10
","01/01/2024
",1084
"1085","DEL NUEVO EXTREMO
","10
","01/01/2017
",1085
"1086","SIGLO VEINTIUNO EDITORES ARGENTINA S.A.
","256
","01/01/2025
",1086
"1087","EMPRESA ACTIVA
","416
","01/01/2025
",1087
"1088","TAHIEL EDICIONES
","214
","01/01/2025
",1088
"1089","TAHIEL EDICIONES
","290
","01/01/2025
",1089
"1090","TAHIEL EDICIONES
","178
","01/01/2025
",1090
"1091","TAHIEL EDICIONES
","554
","01/01/2025
",1091
"1092","ARPA EDITORES
","240
","01/01/2024
",1092
"1093","AMAT
","156
","01/01/2007
",1093
"1094","FUNDACION CONFEMETAL
","10
","01/01/2014
",1094
"1095","HERDER
","640
","01/01/1998
",1095
"1096","TEBAR
","10
","01/01/2014
",1096
"1097","U.A.I Editorial
","680
","01/01/2020
",1097
"1098","EDICIONES B
","256
","01/01/2025
",1098
"1099","DIAZ DE SANTOS IMPORTADOS
","242
","01/01/2012
",1099
"1100","MCGRAW-HILL
","464
","01/01/2018
",1100
"1101","CATEDRA
","816
","01/01/2021
",1101
"1102","ANTONI BOSCH
","10
","01/01/2023
",1102
"1103","PARANINFO
","378
","01/01/2019
",1103
"1104","PROFIT
","336
","01/01/2017
",1104
"1105","ANTONI BOSCH
","320
","01/01/1988
",1105
"1106","EMPRESA ACTIVA
","224
","01/01/2022
",1106
"1107","DUNKEN SRL
","10
","01/01/2022
",1107
"1108","ERREPAR
","10
","01/01/2025
",1108
"1109","ERREPAR
","10
","01/01/2025
",1109
"1110","TEMAS GRUPO EDITORIAL
","300
","01/01/2024
",1110
"1111","PROFIT
","10
","01/01/2025
",1111
"1112","PROFIT
","10
","01/01/2025
",1112
"1113","PROFIT
","10
","01/01/2025
",1113
"1114","PROFIT
","176
","01/01/2023
",1114
"1115","HWARANG EDITORIAL
","88
","01/01/2019
",1115
"1116","ANTONI BOSCH
","637
","01/01/1992
",1116
"1117","ANTONI BOSCH
","250
","01/01/2000
",1117
"1118","ANTONI BOSCH
","512
","01/01/2016
",1118
"1119","ANTONI BOSCH
","332
","01/01/2005
",1119
"1120","ANTONI BOSCH
","378
","01/01/1997
",1120
"1121","ANTONI BOSCH
","476
","01/01/1999
",1121
"1122","J. C. SAEZ EDITOR
","10
","01/01/2025
",1122
"1123","PAIDOS
","744
","01/01/2020
",1123
"1124","GRANICA
","10
","01/01/2019
",1124
"1125","SIGLO VEINTIUNO EDITORES ARGENTINA S.A.
","350
","01/01/1998
",1125
"1126","SIGLO VEINTIUNO EDITORES ARGENTINA S.A.
","552
","01/01/1997
",1126
"1127","PLANETA
","208
","01/01/2024
",1127
"1128","PAIDOS
","384
","01/01/2022
",1128
"1129","DIAZ DE SANTOS IMPORTADOS
","10
","01/01/2025
",1129
"1130","TEMAS GRUPO EDITORIAL
","228
","01/01/2024
",1130
"1131","ARPA EDITORES
","512
","01/01/2025
",1131
"1132","DIAZ DE SANTOS IMPORTADOS
","288
","01/01/2011
",1132
"1133","ERREPAR
","10
","01/01/2021
",1133
"1134","DIAZ DE SANTOS IMPORTADOS
","10
","01/01/2025
",1134
"1135","DIAZ DE SANTOS IMPORTADOS
","10
","01/01/2025
",1135
"1136","DIAZ DE SANTOS IMPORTADOS
","10
","01/01/2025
",1136
"1137","DIAZ DE SANTOS IMPORTADOS
","10
","01/01/2025
",1137
"1138","DIAZ DE SANTOS IMPORTADOS
","10
","01/01/2025
",1138
"1139","DIAZ DE SANTOS IMPORTADOS
","10
","01/01/2025
",1139
"1140","DIAZ DE SANTOS IMPORTADOS
","10
","01/01/2025
",1140
"1141","DIAZ DE SANTOS IMPORTADOS
","10
","01/01/2025
",1141
"1142","PROFIT
","228
","01/01/2023
",1142
"1143","MARCOMBO
","10
","01/01/2025
",1143
"1144","MARCOMBO
","10
","01/01/2025
",1144
"1145","ARPA EDITORES
","520
","01/01/2024
",1145
"1146","PROFIT
","10
","01/01/2024
",1146
"1147","SIRIO
","10
","01/01/2024
",1147
"1148","PLUMA DIGITAL
","264
","01/01/2024
",1148
"1149","PLUMA DIGITAL E. DE PACHECO CARLOS OSVAL
","298
","01/01/2014
",1149
"1150","PLUMA DIGITAL
","176
","01/01/2024
",1150
"1151","PLUMA DIGITAL
","178
","01/01/2024
",1151
"1152","PLUMA DIGITAL E. DE PACHECO CARLOS OSVAL
","174
","01/01/2023
",1152
"1153","LO QUE NO EXISTE
","236
","01/01/2019
",1153
"1154","PLUMA DIGITAL
","298
","01/01/2020
",1154
"1155","EDITORIAL CHIRIMBOTE
","254
","01/01/2016
",1155
"1156","PLUMA DIGITAL
","154
","01/01/2022
",1156
"1157","PLUMA DIGITAL
","274
","01/01/2021
",1157
"1158","PLUMA DIGITAL E. DE PACHECO CARLOS OSVAL
","242
","01/01/2020
",1158
"1159","PLUMA DIGITAL E. DE PACHECO CARLOS OSVAL
","286
","01/01/2017
",1159
"1160","PLUMA DIGITAL E. DE PACHECO CARLOS OSVAL
","180
","01/01/2016
",1160
"1161","PLUMA DIGITAL E. DE PACHECO CARLOS OSVAL
","278
","01/01/2014
",1161
"1162","ALMALUZ EDITORIAL S.A.
","308
","01/01/2019
",1162
"1163","ALMALUZ EDITORIAL S.A.
","300
","01/01/2019
",1163
"1164","CONECTA
","312
","01/01/2025
",1164
"1165","NUEVO HACER
","286
","01/01/2024
",1165
"1166","GRAN ALDEA
","240
","01/01/2007
",1166
"1167","GRAN ALDEA
","392
","01/01/2012
",1167
"1168","INFINITO
","152
","01/01/2022
",1168
"1169","GRAN ALDEA
","160
","01/01/2008
",1169
"1170","GRAN ALDEA
","320
","01/01/2008
",1170
"1171","TROTTA
","10
","01/01/2019
",1171
"1172","GRUPO EDITOR LATINOAMERICANO
","208
","01/01/2018
",1172
"1173","GRAN ALDEA
","392
","01/01/2016
",1173
"1174","SIGLO VEINTIUNO EDITORES ARGENTINA S.A.
","424
","01/01/2002
",1174
"1175","ALFAOMEGA GRUPO EDITOR
","156
","01/01/2013
",1175
"1176","EL ATENEO
","224
","01/01/2014
",1176
"1177",NA,"150
","01/01/2013
",1177
"1178","EMPRESA ACTIVA
","224
","01/01/2021
",1178
"1179","ESIC
","266
","01/01/2006
",1179
"1180","ARPA EDITORES
","240
","01/01/2021
",1180
"1181","EDUCA
","10
","01/01/2018
",1181
"1182","EDUCA
","208
","01/01/2010
",1182
"1183","EDUCA
","332
","01/01/2008
",1183
"1184","ROCA BOLSILLO
","352
","01/01/2021
",1184
"1185","PROFIT
","10
","01/01/2025
",1185
"1186","PLATAFORMA EDITORIAL
","10
","01/01/2025
",1186
"1187","PROFIT
","10
","01/01/2025
",1187
"1188","ANTONI BOSCH
","192
","01/01/2005
",1188
"1189","PROFIT
","184
","01/01/2022
",1189
"1190","NORMA
","336
","01/01/2013
",1190
"1191","NAGRELA EDICIONES
","10
","01/01/2025
",1191
"1192","D&D
","348
","01/01/2025
",1192
"1193","TODO MANAGEMENT
","10
","01/01/2025
",1193
"1194","ALFAOMEGA GRUPO EDITOR
","172
","01/01/2014
",1194
"1195","ALFAOMEGA GRUPO EDITOR
","268
","01/01/2013
",1195
"1196","ALFAOMEGA GRUPO EDITOR
","308
","01/01/2015
",1196
"1197","ALFAOMEGA GRUPO EDITOR
","10
","01/01/2013
",1197
"1198","ALFAOMEGA GRUPO EDITOR
","564
","01/01/2013
",1198
"1199","ALFAOMEGA GRUPO EDITOR
","212
","01/01/2012
",1199
"1200","ALFAOMEGA GRUPO EDITOR
","196
","01/01/2011
",1200
"1201","ALFAOMEGA GRUPO EDITOR
","360
","01/01/2013
",1201
"1202","ALFAOMEGA GRUPO EDITOR
","316
","01/01/2010
",1202
"1203","ALFAOMEGA GRUPO EDITOR
","208
","01/01/2022
",1203
"1204","ALFAOMEGA GRUPO EDITOR
","344
","01/01/2016
",1204
"1205","ALFAOMEGA GRUPO EDITOR ARGENTINO S.A.
","394
","01/01/2000
",1205
"1206","ALFAOMEGA GRUPO EDITOR
","264
","01/01/2014
",1206
"1207","ALFAOMEGA GRUPO EDITOR ARGENTINO S.A.
","316
","01/01/2015
",1207
"1208","ALFAOMEGA GRUPO EDITOR
","182
","01/01/2015
",1208
"1209","ALFAOMEGA GRUPO EDITOR
","326
","01/01/2013
",1209
"1210","ALFAOMEGA GRUPO EDITOR
","304
","01/01/2014
",1210
"1211","ALFAOMEGA GRUPO EDITOR
","192
","01/01/2014
",1211
"1212","ALFAOMEGA GRUPO EDITOR
","10
","01/01/2013
",1212
"1213","MARGE BOOKS
","124
","01/01/2014
",1213
"1214","ALFAOMEGA GRUPO EDITOR
","368
","01/01/2013
",1214
"1215","ESIC
","10
","01/01/2014
",1215
"1216","ALFAOMEGA GRUPO EDITOR
","10
","01/01/2013
",1216
"1217","ALFAOMEGA GRUPO EDITOR
","220
","01/01/2013
",1217
"1218","ALFAOMEGA GRUPO EDITOR
","208
","01/01/2013
",1218
"1219","FERNANDO CEJAS
","358
","01/01/2022
",1219
"1220","VALLETTA EDICIONES
","10
","01/01/2019
",1220
"1221","TEMAS GRUPO EDITORIAL
","322
","01/01/2020
",1221
"1222","EUDEBA
","10
","01/01/2025
",1222
"1223","Unión Editorial
","368
","01/01/2023
",1223
"1224","Unión Editorial
","600
","01/01/2021
",1224
"1225","Unión Editorial
","115
","01/01/2022
",1225
"1226","Unión Editorial
","328
","01/01/2023
",1226
"1227","Unión Editorial
","600
","01/01/2024
",1227
"1228","Unión Editorial
","180
","01/01/2023
",1228
"1229","Unión Editorial
","406
","01/01/2023
",1229
"1230","Unión Editorial
","362
","01/01/2024
",1230
"1231","Unión Editorial
","306
","01/01/2025
",1231
"1232","Unión Editorial
","378
","01/01/2024
",1232
"1233","Unión Editorial
","304
","01/01/2008
",1233
"1234","Unión Editorial
","308
","01/01/2019
",1234
"1235","Unión Editorial
","128
","01/01/2008
",1235
"1236","Unión Editorial
","372
","01/01/2019
",1236
"1237","Unión Editorial
","274
","01/01/2021
",1237
"1238","Unión Editorial
","268
","01/01/2016
",1238
"1239","Unión Editorial
","336
","01/01/2023
",1239
"1240","Unión Editorial
","456
","01/01/2023
",1240
"1241","Unión Editorial
","196
","01/01/2024
",1241
"1242","Pluma Digital Ediciones
","340
","01/01/2020
",1242
"1243","Unión Editorial
","768
","01/01/2024
",1243
"1244","Unión Editorial
","206
","01/01/2013
",1244
"1245","Unión Editorial
","212
","01/01/2014
",1245
"1246","HOJAS DEL SUR SA
","448
","01/01/2023
",1246
"1247","GRANICA
","192
","01/01/2009
",1247
"1248","TAHIEL EDICIONES
","116
","01/01/2024
",1248
"1249","TAHIEL EDICIONES
","460
","01/01/2023
",1249
"1250","TAHIEL EDICIONES
","114
","01/01/2021
",1250
"1251","MIO Y DAVILA EDITORES
","360
","01/01/2006
",1251
"1252","NOBUKO
","232
","01/01/2006
",1252
"1253","TAHIEL EDICIONES
","132
","01/01/2022
",1253
"1254","NOBUKO
","320
","01/01/2009
",1254
"1255","INFINITO
","136
","01/01/2011
",1255
"1256","TAHIEL EDICIONES
","172
","01/01/2021
",1256
"1257","NOBUKO
","176
","01/01/2007
",1257
"1258","MIO Y DAVILA EDITORES
","350
","01/01/2008
",1258
"1259","NOBUKO
","158
","01/01/2003
",1259
"1260","KLICZKOWSKI
","278
","01/01/2003
",1260
"1261","MIO Y DAVILA EDITORES
","304
","01/01/2012
",1261
"1262","EDITORIAL CHIRIMBOTE
","190
","01/01/2004
",1262
"1263","GRANICA
","176
","01/01/2013
",1263
"1264","GRANICA
","236
","01/01/2006
",1264
"1265","GEKA
","142
","01/01/2003
",1265
"1266","HOJAS DEL SUR
","10
","01/01/2016
",1266
"1267","GRANICA
","292
","01/01/2007
",1267
"1268","GRANICA
","176
","01/01/2005
",1268
"1269","NOBUKO
","178
","01/01/2004
",1269
"1270","GRANICA
","176
","01/01/2007
",1270
"1271","GRANICA
","208
","01/01/2010
",1271
"1272","GRANICA
","224
","01/01/2010
",1272
"1273","GRANICA
","416
","01/01/2012
",1273
"1274","GRANICA
","200
","01/01/2012
",1274
"1275","GRANICA
","140
","01/01/2012
",1275
"1276","GRANICA
","208
","01/01/2009
",1276
"1277","NOBUKO
","298
","01/01/2011
",1277
"1278","NOBUKO
","316
","01/01/2011
",1278
"1279","NOBUKO
","200
","01/01/2009
",1279
"1280","TAHIEL EDICIONES
","120
","01/01/2022
",1280
"1281","INFINITO
","10
","01/01/2022
",1281
"1282","Los Ríos
","188
","01/01/1905
",1282
"1283","PROFIT
","196
","01/01/2019
",1283
"1284","TEMAS GRUPO EDITORIAL
","230
","01/01/2012
",1284
"1285","Capital
","246
","01/01/2024
",1285
"1286","COLIHUE
","144
","01/01/2019
",1286
"1287","COLIHUE
","224
","01/01/2018
",1287
"1288","COLIHUE
","320
","01/01/2018
",1288
"1289","COLIHUE
","544
","01/01/2023
",1289
"1290","COLIHUE
","10
","01/01/2016
",1290
"1291","COLIHUE
","168
","01/01/2012
",1291
"1292","COLIHUE
","200
","01/01/2013
",1292
"1293","COLIHUE
","10
","01/01/2016
",1293
"1294","TEMAS GRUPO EDITORIAL
","167
","01/01/2021
",1294
"1295","DIAZ DE SANTOS IMPORTADOS
","110
","01/01/2017
",1295
"1296","DE LOS CUATRO VIENTOS EDITORIAL
","144
","01/01/2019
",1296
"1297","PROFIT
","304
","01/01/2020
",1297
"1298","MAREA
","176
","01/01/2010
",1298
"1299","TEMAS GRUPO EDITORIAL
","272
","01/01/2016
",1299
"1300","MAREA
","222
","01/01/2010
",1300
"1301","TEMAS GRUPO EDITORIAL
","196
","01/01/2004
",1301
"1302","TEMAS GRUPO EDITORIAL
","10
","01/01/2008
",1302
"1303","TEMAS GRUPO EDITORIAL
","198
","01/01/2008
",1303
"1304","MAREA
","246
","01/01/2009
",1304
"1305","TEMAS GRUPO EDITORIAL
","256
","01/01/2007
",1305
"1306","TEMAS GRUPO EDITORIAL
","192
","01/01/2006
",1306
"1307","TEMAS GRUPO EDITORIAL
","310
","01/01/2005
",1307
"1308","TEMAS GRUPO EDITORIAL
","250
","01/01/2005
",1308
"1309","MAREA
","240
","01/01/2012
",1309
"1310","TEMAS GRUPO EDITORIAL
","226
","01/01/2012
",1310
"1311","BIBLOS
","216
","01/01/2002
",1311
"1312","TEMAS GRUPO EDITORIAL
","288
","01/01/2011
",1312
"1313","TEMAS GRUPO EDITORIAL
","398
","01/01/2011
",1313
"1314","BIBLOS
","206
","01/01/2016
",1314
"1315","BIBLOS
","152
","01/01/2014
",1315
"1316","BIBLOS
","360
","01/01/2013
",1316
"1317","SIGLO VEINTIUNO EDITORES ARGENTINA S.A.
","366
","01/01/2001
",1317
"1318","ANTONI BOSCH
","416
","01/01/1999
",1318
"1319","Del Fondo Editorial
","768
","01/01/2021
",1319
"1320","DEBOLSILLO
","286
","01/01/2012
",1320
"1321","DIAZ DE SANTOS IMPORTADOS
","280
","01/01/2017
",1321
"1322","DIAZ DE SANTOS
","210
","01/01/2018
",1322
"1323","DIAZ DE SANTOS IMPORTADOS
","138
","01/01/2017
",1323
"1324","DIAZ DE SANTOS
","208
","01/01/2017
",1324
"1325","FONDO DE CULTURA ECONOMICA
","386
","01/01/2012
",1325
"1326","CONTINENTE
","128
","01/01/2013
",1326
"1327","KAIROS
","432
","01/01/2005
",1327
"1328","GRANICA
","344
","01/01/2012
",1328
"1329","GRANICA
","260
","01/01/2012
",1329
"1330","GRANICA
","224
","01/01/2011
",1330
"1331","GRANICA
","208
","01/01/2011
",1331
"1332","GRANICA
","232
","01/01/2011
",1332
"1333","GRANICA
","192
","01/01/2010
",1333
"1334","GRANICA
","416
","01/01/2010
",1334
"1335","GRANICA
","244
","01/01/2010
",1335
"1336","GRANICA
","314
","01/01/2009
",1336
"1337","GRANICA
","136
","01/01/2008
",1337
"1338","GRANICA
","256
","01/01/2007
",1338
"1339","GRANICA
","511
","01/01/1999
",1339
"1340","SUDAMERICANA
","256
","01/01/2023
",1340
"1341","PAIDOS
","216
","01/01/2019
",1341
"1342","SUDAMERICANA
","224
","01/01/2022
",1342
"1343","DIAZ DE SANTOS
","10
","01/01/1994
",1343
"1344","SUDAMERICANA
","320
","01/01/2012
",1344
"1345","SIGLO VEINTIUNO EDITORES ARGENTINA S.A.
","302
","01/01/2010
",1345
"1346","SUDAMERICANA
","240
","01/01/2020
",1346
"1347","SUDAMERICANA
","240
","01/01/2020
",1347
"1348","SUDAMERICANA
","336
","01/01/2019
",1348
"1349","SIGLO VEINTIUNO EDITORES ARGENTINA S.A.
","448
","01/01/2004
",1349
"1350","SIGLO VEINTIUNO EDITORES ARGENTINA S.A.
","384
","01/01/2003
",1350
"1351","PAIDOS
","288
","01/01/2021
",1351
"1352","EDHASA
","204
","01/01/2011
",1352
"1353","SUDAMERICANA
","240
","01/01/2017
",1353
"1354","SUDAMERICANA
","216
","01/01/2016
",1354
"1355","DIAZ DE SANTOS IMPORTADOS
","204
","01/01/2017
",1355
"1356","DIAZ DE SANTOS
","240
","01/01/2018
",1356
"1357","DIAZ DE SANTOS
","108
","01/01/2017
",1357
"1358","DIAZ DE SANTOS IMPORTADOS
","252
","01/01/2017
",1358
"1359","PAIDOS
","288
","01/01/2014
",1359
"1360","AKAL EDICIONES
","384
","01/01/2019
",1360
"1361","V&R EDITORAS SA
","304
","01/01/2024
",1361
"1362","EL ATENEO
","256
","01/01/2023
",1362
"1363","LEA
","224
","01/01/2024
",1363
"1364","PLANETA
","344
","01/01/2023
",1364
"1365","GUSTAVO GILI
","208
","01/01/2019
",1365
"1366","VERGARA
","192
","01/01/2021
",1366
"1367","SUDAMERICANA
","10
","01/01/2019
",1367
"1368","VERGARA
","208
","01/01/2022
",1368
"1369","PLANETA
","188
","01/01/2022
",1369
"1370","PAIDOS
","320
","01/01/2023
",1370
"1371","VERGARA
","240
","01/01/2019
",1371
"1372","VERGARA
","240
","01/01/2018
",1372
"1373","PAIDOS
","512
","01/01/2012
",1373
"1374","PAIDOS
","160
","01/01/2023
",1374
"1375","PAIDOS
","272
","01/01/2022
",1375
"1376","PAIDOS
","408
","01/01/2020
",1376
"1377","PAIDOS
","200
","01/01/2022
",1377
"1378","PAIDOS
","248
","01/01/2020
",1378
"1379","PAIDOS
","192
","01/01/2022
",1379
"1380","PAIDOS
","224
","01/01/2021
",1380
"1381","PAIDOS
","256
","01/01/2018
",1381
"1382","EL ATENEO
","320
","01/01/2022
",1382
"1383","GRANICA
","10
","01/01/2013
",1383
"1384","GRANICA
","200
","01/01/2011
",1384
"1385","ANAGRAMA
","264
","01/01/2020
",1385
"1386","GRANICA
","216
","01/01/2011
",1386
"1387","GRANICA
","172
","01/01/2010
",1387
"1388","GRANICA
","190
","01/01/2007
",1388
"1389","GRANICA
","512
","01/01/2006
",1389
"1390","GUSTAVO GILI
","216
","01/01/2019
",1390
"1391","PPC
","248
","01/01/2018
",1391
"1392","GRANICA
","456
","01/01/2015
",1392
"1393","LEA
","160
","01/01/2023
",1393
"1394","CICCUS
","470
","01/01/2008
",1394
"1395","CICCUS
","166
","01/01/2007
",1395
"1396","CICCUS
","318
","01/01/2007
",1396
"1397","ALMUZARA
","208
","01/01/2017
",1397
"1398","Del Fondo Editorial
","254
","01/01/2023
",1398
"1399","METROPOLIS
","284
","01/01/2023
",1399
"1400","SIGLO VEINTIUNO EDITORES ARGENTINA S.A.
","160
","01/01/2022
",1400
"1401","SIGLO VEINTIUNO EDITORES ARGENTINA S.A.
","320
","01/01/2023
",1401
"1402","CAPITAL INTELECTUAL
","208
","01/01/2023
",1402
"1403","CICCUS
","158
","01/01/2008
",1403
"1404","SIGLO VEINTIUNO EDITORES ARGENTINA S.A.
","208
","01/01/2023
",1404
"1405","Del Fondo Editorial
","1336
","01/01/2022
",1405
"1406","CATAPULTA
","256
","01/01/2022
",1406
"1407","Del Fondo Editorial
","330
","01/01/2022
",1407
"1408","Del Fondo Editorial
","300
","01/01/2021
",1408
"1409","AKAL
","480
","01/01/2022
",1409
"1410","EDICIONES B
","192
","01/01/2020
",1410
"1411","V&R EDITORAS SA
","272
","01/01/2019
",1411
"1412","V&R EDITORAS SA
","292
","01/01/2019
",1412
"1413","LEA
","192
","01/01/2022
",1413
"1414","V&R EDITORAS SA
","288
","01/01/2020
",1414
"1415","BLUME
","160
","01/01/2019
",1415
"1416","ALMUZARA
","128
","01/01/2018
",1416
"1417","ALMUZARA
","208
","01/01/2017
",1417
"1418","ALMUZARA
","264
","01/01/2017
",1418
"1419","MONSA
","160
","01/01/2019
",1419
"1420","SIGLO VEINTIUNO EDITORES ARGENTINA S.A.
","270
","01/01/2010
",1420
"1421","SIGLO VEINTIUNO EDITORES ARGENTINA S.A.
","272
","01/01/2013
",1421
"1422","SIGLO VEINTIUNO EDITORES ARGENTINA S.A.
","182
","01/01/2012
",1422
"1423","EDICIONES B
","224
","01/01/2018
",1423
"1424","EDICIONES B
","240
","01/01/2018
",1424
"1425","EDICIONES B
","192
","01/01/2016
",1425
"1426","EDHASA
","208
","01/01/2014
",1426
"1427","EDICIONES B
","304
","01/01/2014
",1427
"1428","CAPITAL INTELECTUAL
","240
","01/01/2019
",1428
"1429","CAPITAL INTELECTUAL
","72
","01/01/2018
",1429
"1430","CAPITAL INTELECTUAL
","240
","01/01/2018
",1430
"1431","CAPITAL INTELECTUAL
","312
","01/01/2018
",1431
"1432","CAPITAL INTELECTUAL
","304
","01/01/2015
",1432
"1433","CAPITAL INTELECTUAL
","104
","01/01/2012
",1433
"1434","CAPITAL INTELECTUAL
","168
","01/01/2022
",1434
"1435","CAPITAL INTELECTUAL
","112
","01/01/2013
",1435
"1436","CAPITAL INTELECTUAL
","208
","01/01/2016
",1436
"1437","POSEIDON
","336
","01/01/2024
",1437
"1438","OCEANO
","210
","01/01/2023
",1438
"1439","POSEIDON
","424
","01/01/2023
",1439
"1440","CICCUS
","240
","01/01/2011
",1440
"1441","CICCUS
","10
","01/01/2021
",1441
"1442","AKAL EDICIONES
","10
","01/01/2020
",1442
"1443","CICCUS
","296
","01/01/2023
",1443
"1444","LEA
","336
","01/01/2014
",1444
"1445","LEA
","320
","01/01/2019
",1445
"1446","LEA
","256
","01/01/2016
",1446
"1447","CICCUS
","144
","01/01/2018
",1447
"1448","CICCUS
","10
","01/01/2021
",1448
"1449","CICCUS
","80
","01/01/2014
",1449
"1450","CICCUS
","10
","01/01/2021
",1450
"1451","LEA
","128
","01/01/2009
",1451
"1452","VERTICE
","258
","01/01/2021
",1452
"1453","VERTICE
","224
","01/01/2021
",1453
"1454","AKAL EDICIONES
","10
","01/01/2020
",1454
"1455","CRITICA
","448
","01/01/2020
",1455
"1456","AKAL EDICIONES
","336
","01/01/2015
",1456
"1457","METROPOLIS LIBROS
","200
","01/01/2021
",1457
"1458","MARDULCE
","272
","01/01/2014
",1458
"1459","ARIEL
","144
","01/01/2017
",1459
"1460","CONECTA
","336
","01/01/2022
",1460
"1461","EDITORIAL ANTROPOSOFICA S.A.
","10
","01/01/2011
",1461
"1462","CICCUS
","302
","01/01/2011
",1462
"1463","CICCUS
","316
","01/01/2010
",1463
"1464","CICCUS
","398
","01/01/2010
",1464
"1465","CICCUS
","238
","01/01/2010
",1465
"1466","CICCUS
","254
","01/01/2010
",1466
"1467","CICCUS
","338
","01/01/2010
",1467
"1468","CICCUS
","284
","01/01/2012
",1468
"1469","CICCUS
","318
","01/01/2012
",1469
"1470","SIGLO VEINTIUNO EDITORES ARGENTINA S.A.
","488
","01/01/2015
",1470
"1471","SIGLO VEINTIUNO EDITORES ARGENTINA S.A.
","208
","01/01/2014
",1471
"1472","EDHASA
","228
","01/01/2005
",1472
"1473","SIGLO VEINTIUNO EDITORES ARGENTINA S.A.
","416
","01/01/2022
",1473
"1474","QUARTO.
","144
","01/01/2017
",1474
"1475","DEBOLSILLO
","584
","01/01/2025
",1475
"1476","EMPRESA ACTIVA
","288
","01/01/2025
",1476
"1477","EMPRESA ACTIVA
","288
","01/01/2025
",1477
"1478","AGUILAR
","240
","01/01/2018
",1478
"1479","DEBOLSILLO
","352
","01/01/2018
",1479
"1480","GALAXIA GUTENBERG
","328
","01/01/2020
",1480
"1481","EMPRESA ACTIVA
","288
","01/01/2023
",1481
"1482","CONECTA
","192
","01/01/2013
",1482
"1483","PROMETEO LIBROS
","126
","01/01/2017
",1483
"1484","TEMAS GRUPO EDITORIAL
","192
","01/01/2017
",1484
"1485","DIAZ DE SANTOS
","182
","01/01/1998
",1485
"1486","TEMAS GRUPO EDITORIAL
","208
","01/01/2019
",1486
"1487","TEMAS GRUPO EDITORIAL
","272
","01/01/2018
",1487
"1488","PROFIT
","160
","01/01/2019
",1488
"1489","PROFIT
","224
","01/01/2018
",1489
"1490","ALFAOMEGA GRUPO EDITOR
","180
","01/01/2017
",1490
"1491","TEMAS GRUPO EDITORIAL
","244
","01/01/2020
",1491
"1492","TEMAS GRUPO EDITORIAL
","218
","01/01/2012
",1492
"1493","DUNKEN SRL
","10
","01/01/2020
",1493
"1494","TEMAS GRUPO EDITORIAL
","346
","01/01/2014
",1494
"1495","EMPRESA ACTIVA
","160
","01/01/2022
",1495
"1496","PROFIT
","160
","01/01/2018
",1496
"1497","PROFIT
","216
","01/01/2022
",1497
"1498","EMPRESA ACTIVA
","384
","01/01/2016
",1498
"1499","TEMAS GRUPO EDITORIAL
","208
","01/01/2007
",1499
"1500","GRANICA
","264
","01/01/2011
",1500
"1501","INTERFERENCIAS
","632
","01/01/2023
",1501
"1502","PROFIT
","208
","01/01/2017
",1502
"1503","KOLIMA
","158
","01/01/2017
",1503
"1504","LIBROS DEL LINCE
","221
","01/01/2018
",1504
"1505","COOPERATIVAS
","392
","01/01/2002
",1505
"1506","AMAT
","10
","01/01/2024
",1506
"1507","SUDAMERICANA
","256
","01/01/2023
",1507
"1508","SUDAMERICANA
","360
","01/01/2023
",1508
"1509","SUDAMERICANA
","192
","01/01/2018
",1509
